age_group,mean,median,lower,upper
18-19,0.693072453749633,0.693198014624158,0.671238889912596,0.710610119956911
20-44,0.516911096695086,0.516958432542113,0.50288395692982,0.529667978509958
45-64,0.515955904166482,0.515788034292173,0.5025259091459,0.52850278639844
65plus,0.599329007283426,0.599499274909857,0.587910618755142,0.611750087214241
