ethnicity,mean,median,lower,upper
asian,56.3867234511691,56.4227816820074,54.0223765001696,58.6690897324805
black,70.1010513372467,70.1118899878908,68.7114217224981,71.2814666682155
hispanic,59.4520853643424,59.4545669208752,57.2489976035807,61.6618466982836
other,62.6737344845922,62.6960127450596,61.3494729490016,63.9154818944958
white,67.5261727209038,67.5310773241965,66.7463450279891,68.2711546187213
