age_group,mean,median,lower,upper
18-19,0.294538046060094,0.294000083972924,0.27480593912186,0.316553041401213
20-44,0.376755193739359,0.37645893036349,0.363409904484587,0.387972119829322
45-64,0.570806405302275,0.570695931603956,0.558082903381684,0.583422843986423
65plus,0.706116439514531,0.706274481397913,0.69136448513891,0.718075722491241
