age_group,mean,median,lower,upper
18-19,27.6559773853832,27.6323696952985,26.5587397769764,28.7932732461866
20-44,40.6309617936474,40.6320156553317,39.5602821573435,41.7756246723051
45-64,59.2574844724849,59.2692086002809,58.1055996902063,60.3036115224925
65plus,64.4708241353093,64.4260407173313,63.1760429560231,65.9425903050912
