ethnicity,mean,median,lower,upper
asian,0.361728283875593,0.360827805846743,0.339752847837812,0.386507334482953
black,0.253754524343442,0.253679103776054,0.241341935341808,0.267215615939859
hispanic,0.327443314098572,0.326833843257925,0.304412495458431,0.351606678906267
other,0.30570031304792,0.305924912579441,0.291808351935567,0.318751474514772
white,0.310942214596012,0.311033698100557,0.302582060935955,0.318850017383963
