ethnicity,mean,median,lower,upper
asian,53.8278841438462,53.8597418679817,51.4322605007345,56.2445843857232
black,68.1467798882838,68.1572339985611,66.6614656994965,69.4469304116901
hispanic,56.9173836807862,56.9339122207271,54.7412178008198,59.0869300203634
other,62.1753570018474,62.1426007683969,60.8931783484129,63.491376100467
white,66.6114395007064,66.5981849310366,65.6862534811881,67.4714612310202
