age_group,mean,median,lower,upper
18-19,0.436428803809898,0.436844810454401,0.40702958531973,0.464354543875948
20-44,0.33675502274537,0.336599191616261,0.324160847065327,0.349702621955377
45-64,0.346033844343473,0.34616949491783,0.334539023626361,0.357222039671731
65plus,0.482655468014378,0.482966946912001,0.467912552361876,0.495771846239532
