age_group,mean,median,lower,upper
18-19,39.3439524305471,39.3257111537223,38.1709860928992,40.5505343865299
20-44,56.7203572101878,56.7208824660326,55.6330639526677,57.9311101215256
45-64,74.0869026648705,74.0946159569918,73.1180228389842,75.0810103494236
65plus,75.1459948453601,75.1772300154014,74.1317350506965,76.0233953917114
