age_group,mean,median,lower,upper
18-19,38.7748506288288,38.7805589964519,37.5809453550533,40.0265255527699
20-44,56.0638517930892,56.0778064483993,54.9281289832841,57.2143776422368
45-64,73.4812524197638,73.4849789394753,72.5543357390341,74.4557000058839
65plus,74.246792549336,74.2652305425638,73.1428121811734,75.2144760331435
