age_group,gender,mean,median,lower,upper
18-19,female,15.8354022714897,15.8017367573763,14.9136049109806,16.8994356508821
18-19,male,16.8573926019037,16.8580310676073,15.8094559988946,18.0327958729782
20-44,female,25.0123316358351,24.9541442939445,23.8685666650649,26.2388245450039
20-44,male,26.4280520870217,26.3937693871814,25.1501072923667,27.8845764504938
45-64,female,45.7046783009121,45.6599131481748,44.0806695640015,47.4149135178947
45-64,male,47.446171622125,47.4714349527518,45.831378102828,48.9393349993635
65plus,female,56.3513214863779,56.3683160559917,54.6739875367855,57.8833370256719
65plus,male,58.3325291803802,58.362281208888,56.5804050401716,59.8349022216494
