state,mean,median,lower,upper
AL,69.7054801190319,69.7329501635486,67.2776344344481,71.8793901875489
AK,63.5084312102469,63.72040248024,57.5421017044985,68.6649669380227
AZ,63.3641336142666,63.4218268644654,56.9826978444033,69.8884889681597
AR,69.0182818309972,69.0471747257994,66.4007612707803,71.5579702799575
CA,62.0129748163989,62.1337564968297,58.6408907270319,64.9860400001041
CO,62.3868999467854,62.3751203330591,58.6197947387491,65.6371844349456
CT,63.9433806738988,64.0482951194729,59.0065183287991,68.1531273867214
DE,66.0220533935579,66.1819975799633,59.0056414019962,72.2815319064334
DC,59.1249667125143,58.9804364277646,47.8372045444144,70.447879394127
FL,63.6645452553248,63.6626864441282,61.2227106301069,65.9114388369223
GA,66.1143551401701,66.1656443454178,64.1205746494768,68.1139108050327
HI,62.9940097024577,63.1646615450781,55.7286897897439,69.3953324320619
ID,64.4881003085741,64.6021948186855,59.6668166642747,69.4486024829318
IL,65.3365991588442,65.3572583537479,61.1135115659115,69.8226833968878
IN,67.1115751635863,67.0919089750253,64.7207650355873,69.4017466602836
IA,67.2941528739993,67.4358992614292,64.3590181112701,69.8995220479783
KS,66.2712763804793,66.3311545666436,62.24099744709,70.0869493446438
KY,67.5758280197994,67.5647902310566,65.085265274555,70.0906167332724
LA,68.799915931993,68.8230644113533,66.460139687749,71.2962593644275
ME,66.9445915565169,66.9466395994335,62.3046000775035,71.187706771527
MD,64.7962145561291,64.82548313104,61.389324209048,68.0687112245434
MA,63.4497949272376,63.5141458623717,59.3842939264866,67.3749444286963
MI,66.6046914529449,66.5353761662518,63.4665286095754,69.3698072279937
MN,65.9904123502022,66.0827861684971,62.4629944476757,69.0098596787297
MS,70.3101168971618,70.2672564400721,68.2050954620129,72.3086747349274
MO,69.065010879646,69.21029637555,66.1754322085993,71.721517273201
MT,66.0979305816326,66.1760517576492,61.9329828068158,70.0869953514652
NE,65.1584823481081,65.0468371038329,60.7778969001666,69.5003692940371
NV,64.1254636823418,64.1626326689864,57.5354776126647,70.9123833389872
NH,66.415370461593,66.554676522946,60.5101393689258,71.8502999878799
NJ,62.1074743238589,62.1604291433057,59.1714740566362,64.7846802342781
NM,63.6186979314264,63.6496534470115,59.5003687164881,67.9271045533436
NY,63.1581683572203,63.219162207399,60.1322612849931,65.997756245341
NC,66.8231333903532,66.8251810175815,64.7281838068495,68.8264194143695
ND,65.5478084954753,65.6515579879562,60.2322655978934,70.4760610232591
OH,66.7718954546194,66.7471879026575,64.1907685194255,69.2785359245843
OK,68.2722370322272,68.3457680836948,65.0786445792685,71.0374721655506
OR,64.6697167974964,64.78123912468,60.3871533632668,68.4824445383384
PA,65.455518608186,65.4041471588121,62.6659814219367,68.0986082325499
RI,65.177680886973,65.3073520677982,57.8281451527064,71.7172384787753
SC,69.0245789960755,69.0641819024594,66.2104760080268,71.6338115331447
SD,67.0145125263929,67.0794682142378,62.713196775144,70.8026982355973
TN,67.6077023293327,67.5171781782043,64.9936582905428,70.4160713469338
TX,64.1361418192151,64.1144939818899,61.6773695728575,66.7467873114571
UT,60.9534694598634,61.1307308635292,55.177144400401,66.5837595759534
VT,65.3440501214416,65.4429914960838,60.3615328892949,70.0490220019628
VA,65.5956672444942,65.6385330328927,63.5612934688938,67.626340138891
WA,64.674971885958,64.7576544963394,60.132971094351,68.4863876643209
WV,69.1841589649068,69.1671958660628,66.5764691572219,72.0225176487031
WI,65.7332693783778,65.6893021518436,62.8038403440025,68.5937546006295
WY,65.0172635861187,64.9758734832593,60.6714110014113,69.1809668090497
