ethnicity,mean,median,lower,upper
asian,31.6403142823104,31.6196445438209,29.6051705509221,33.6982176029135
black,43.0044960527744,42.9712339164071,41.7383390423878,44.5047632415629
hispanic,32.8498809177956,32.8311522428956,30.8090481003652,35.0126792903476
other,34.8973131088253,34.8699312745242,33.8361850876625,35.9724707736837
white,40.5676075658142,40.5600156060564,39.769771813091,41.3372944391222
