ethnicity,mean,median,lower,upper
asian,0.73841493123728,0.738613776191075,0.715473356451358,0.759971749239465
black,0.731275166570445,0.730924548892341,0.71840290562776,0.745188384799788
hispanic,0.729704104457437,0.72980078139808,0.707034971578839,0.750099013088804
other,0.710521362201665,0.710970325570247,0.695297157433954,0.727506664648213
white,0.741841554763079,0.741901297158106,0.733328254762345,0.750205014828829
