age_group,mean,median,lower,upper
18-19,16.3578164617422,16.3381051920446,15.597954455153,17.2593339102097
20-44,25.7333857993167,25.7038567036611,24.8234132914141,26.6777982450802
45-64,46.5689713252854,46.5731201382777,45.309253469746,47.7690802153731
65plus,57.2376733618919,57.2883176801096,56.0368343118657,58.3027621798712
