state,mean,median,lower,upper
AL,70.0291801613145,70.0143337642815,67.6588351336341,72.4736127520056
AK,64.8271213027665,64.9999418012896,59.3558341364946,69.7646238264942
AZ,63.9365121624797,63.9568840643374,56.8391633721857,70.3385370815467
AR,69.5302206208665,69.5594569940349,66.9529731102038,72.117715920719
CA,62.8619659514675,62.8997789983201,59.4549205617354,65.9907431510532
CO,63.444123027608,63.4141769174588,59.8122663443749,66.6788854386156
CT,63.9293375579552,64.0277759738331,59.2267598352463,68.3789837329591
DE,67.0074682182236,67.1754534594952,60.1467259553735,73.6428849365262
DC,61.1689796324763,61.4194440901764,51.213499055434,71.4789102363639
FL,64.0269060361622,64.0806164616279,61.5848261663466,66.3764595932183
GA,67.1615312978483,67.1510394377151,65.2491904567349,69.072423758689
HI,63.1077296313133,63.148921258304,56.7056601610265,69.5598049047159
ID,65.2432238753578,65.2866908383892,60.4795209379649,70.2032315008026
IL,66.2865728291782,66.3675674321207,62.3781245117814,70.2444830910221
IN,67.8049356541451,67.8088918361779,65.311870427103,70.3867848501663
IA,67.8992310150073,67.9895353222859,65.0164582769156,70.6774759060034
KS,67.0226176440983,67.046703440139,63.3504598032622,70.5139394055375
KY,68.4920384284047,68.4277352334167,65.9249593653543,70.8669747676556
LA,69.4351138010114,69.4172971303323,67.016336828113,71.7663163853686
ME,67.5194192625077,67.4379443477363,62.5754895578039,71.9195541083237
MD,65.2366676850058,65.2560819507189,61.6579260170302,68.6507805771473
MA,64.0944125493473,64.1916916122296,60.1683275341278,67.958417015876
MI,66.9288006957355,66.945323446725,64.2134740862424,69.6523412584263
MN,66.8891639640918,66.9445898106601,63.2353657047153,70.1094158171465
MS,70.7144825808852,70.6924706019146,68.7154392584991,72.6413480811747
MO,70.007066427429,70.0464341949557,67.2803023192141,72.4983462414888
MT,66.8059712141764,66.8869394299127,62.717190878202,70.41383139615
NE,66.4820918556889,66.6466512969339,61.5307806030592,70.577381647867
NV,64.7084189966502,64.7811564745267,57.8242805442,70.9670351121941
NH,67.0341185496567,67.0172647188367,60.797904749598,72.9821239875135
NJ,62.9927768073132,62.9744578944719,60.1731554999381,65.8343923738327
NM,64.3569752718987,64.481514925165,60.4209687268283,68.3903610486698
NY,63.6601807952765,63.6483137778051,60.845000294805,66.5504024513302
NC,67.6071583505789,67.5845314030166,65.7019643579231,69.6664833062098
ND,66.5980842409245,66.5321723832324,62.0797038868161,71.0774710935253
OH,67.1994004691478,67.2312459529665,64.648865776018,69.6732054832776
OK,68.8718481511145,68.9297848408618,66.0642729232879,71.4988289690422
OR,65.1117988206452,65.2342030132155,61.5904041116402,68.6772976209418
PA,66.2720965823881,66.431240096848,63.3803772367214,68.757607975311
RI,65.6666117797544,65.8470100042526,57.6741442915417,71.648354641274
SC,69.284594210568,69.2852392420533,66.7346904625226,71.836142860867
SD,67.9732040471676,68.0536197651377,63.9712603784478,71.8101940963477
TN,68.4176101113096,68.4377545782624,65.9809403425314,70.6177437157616
TX,65.0943436894025,65.0967157751667,62.5054402146881,67.5478129607185
UT,61.268832030103,61.3786412325357,55.0427468712332,67.6463886228738
VT,65.9240500141759,66.0601034850687,61.3031934951869,70.7280461148992
VA,65.9477701266498,65.9737487937548,63.8157822353891,67.950698236782
WA,65.2985096674814,65.3820122422781,61.2491442918899,68.9666653492007
WV,69.6737733045675,69.7342978322756,66.9138503061504,72.4090925644924
WI,66.5819744862885,66.5948706619039,63.6972452407525,69.6447929013362
WY,65.5512414971867,65.365364463495,61.6269889564191,69.657094386939
