age_group,mean,median,lower,upper
18-19,24.4001824922498,24.3806221674843,23.4348670788183,25.4816884346862
20-44,37.6204003269502,37.6204997289801,36.5403838441905,38.7521538847387
45-64,58.3426693361057,58.3456769377938,57.1506753767434,59.4492939122671
65plus,64.9094902127429,64.9288412383403,63.6927340737281,65.9957181988991
