age_group,mean,median,lower,upper
18-19,0.762464730606935,0.763283887514761,0.735859311969791,0.784989173432042
20-44,0.615490660968835,0.615367583945976,0.603681038883542,0.629001424112601
45-64,0.576894057438215,0.57699533373615,0.565577910259196,0.589819072659153
65plus,0.663736456579763,0.663268029491605,0.651230966077896,0.676145786312298
