ethnicity,mean,median,lower,upper
asian,0.702042603237231,0.702542657850408,0.67937481916469,0.726619541819347
black,0.704435132462607,0.704512632075619,0.692119563123085,0.717580813589122
hispanic,0.686012877447526,0.686876135593737,0.663759504712559,0.70715923735421
other,0.67085234476343,0.670961999436235,0.657292947799374,0.683478469166563
white,0.715073025647173,0.715199403669086,0.706477804397379,0.722679323346222
