ethnicity,mean,median,lower,upper
asian,59.4877827888062,59.4027989301247,57.1269298447609,61.9307230310828
black,72.8926116998273,72.9154885447266,71.6077484972571,74.1845286607339
hispanic,62.8008751301366,62.8649614564917,60.3713239011948,64.9546879795477
other,65.2250160090057,65.2165844452164,63.7718955899642,66.5545983770523
white,69.6145333788505,69.6245518008335,68.7014076959475,70.5075854290346
