ethnicity,mean,median,lower,upper
asian,0.34188920399981,0.342472997067497,0.312637948364354,0.371619716912696
black,0.251533016947857,0.251276626454223,0.238578397275905,0.265607987447356
hispanic,0.321302955534719,0.321288692583133,0.297711063020472,0.345430709787544
other,0.272193271245264,0.272189047115633,0.254995885935937,0.288606896131319
white,0.29976955568898,0.299861660041322,0.289853064492393,0.309328939289837
