age_group,gender,mean,median,lower,upper
18-19,female,37.6769163463744,37.6595738041281,35.845914326447,39.5487067013467
18-19,male,45.9359922779279,45.877481490122,44.1306931167831,48.0165297686633
20-44,female,54.7006024993551,54.7655915749469,52.9912330714022,56.4840495749961
20-44,male,62.9293961231267,62.8982176281581,61.4764499324359,64.5651916577277
45-64,female,70.8319041865953,70.8097622237369,69.4953958269974,72.3108664844803
45-64,male,77.5360594492668,77.5172970133712,76.3354828019162,78.8351492039187
65plus,female,70.20977150057,70.2348005281653,68.6290776471164,71.7364144922869
65plus,male,76.9939480094985,77.0104519105297,75.484935442596,78.3540954090265
