age_group,gender,mean,median,lower,upper
18-19,female,36.1527104476923,36.1641686682975,34.2918752719453,37.8816770826089
18-19,male,45.5722811972615,45.5414710590897,43.6030448132581,47.7615388950732
20-44,female,54.4084642567948,54.4236376148564,52.7978466145557,56.1125386264098
20-44,male,63.8695389535567,63.8624867604542,62.3153370207184,65.4414052389207
45-64,female,72.5166732132003,72.5228096364763,71.0795313744125,73.9108928657427
45-64,male,79.9428975625482,79.9390445984771,78.6103927287017,81.2014043004637
65plus,female,75.0430869269251,75.0418639744915,73.4243735442079,76.4995070322703
65plus,male,82.0447407442184,82.0496872558543,80.7808879356726,83.3313953570723
