age_group,mean,median,lower,upper
18-19,0.354044912724832,0.353721745989976,0.341207758130969,0.367514878427354
20-44,0.396931659635818,0.396834167224027,0.386447598828647,0.408771944150457
45-64,0.577446657658049,0.577337086255993,0.565487793327763,0.588516566360083
65plus,0.713383804587323,0.713119270182411,0.703024169462082,0.723903677278686
