age_group,mean,median,lower,upper
18-19,0.428005469191908,0.428087552065344,0.406858289625176,0.449469831357766
20-44,0.446172396404669,0.446008125923881,0.43462810497534,0.458510060750244
45-64,0.600869475299537,0.600623161341456,0.591121619209499,0.612340900836165
65plus,0.743999894123968,0.743827179831205,0.733732744483853,0.755157387666606
